date,brand,date_type,day_of_week,cnt,date_map,day_of_year,week_of_year
260,9,2,2,1105,2013-10-08,281,41
260,10,2,2,1828,2013-10-08,281,41
261,1,2,3,495,2013-10-09,282,41
261,2,2,3,743,2013-10-09,282,41
261,3,2,3,579,2013-10-09,282,41
261,4,2,3,630,2013-10-09,282,41
261,6,2,3,255,2013-10-09,282,41
261,7,2,3,330,2013-10-09,282,41
261,8,2,3,118,2013-10-09,282,41
261,9,2,3,501,2013-10-09,282,41
261,10,2,3,865,2013-10-09,282,41
262,1,2,4,457,2013-10-10,283,41
262,2,2,4,268,2013-10-10,283,41
262,3,2,4,264,2013-10-10,283,41
262,4,2,4,479,2013-10-10,283,41
262,6,2,4,166,2013-10-10,283,41
262,7,2,4,165,2013-10-10,283,41
262,8,2,4,46,2013-10-10,283,41
262,9,2,4,484,2013-10-10,283,41
262,10,2,4,566,2013-10-10,283,41
263,1,2,5,324,2013-10-11,284,41
263,2,2,5,212,2013-10-11,284,41
263,3,2,5,235,2013-10-11,284,41
263,4,2,5,348,2013-10-11,284,41
263,6,2,5,195,2013-10-11,284,41
263,7,2,5,154,2013-10-11,284,41
263,9,2,5,246,2013-10-11,284,41
263,10,2,5,350,2013-10-11,284,41
264,1,0,6,187,2013-10-12,285,41
264,2,0,6,133,2013-10-12,285,41
264,3,0,6,229,2013-10-12,285,41
264,4,0,6,305,2013-10-12,285,41
264,6,0,6,166,2013-10-12,285,41
264,7,0,6,290,2013-10-12,285,41
264,9,0,6,307,2013-10-12,285,41
264,10,0,6,309,2013-10-12,285,41
265,4,3,7,19,2013-10-13,286,41
266,1,2,1,324,2013-10-14,287,42
266,2,2,1,133,2013-10-14,287,42
266,3,2,1,183,2013-10-14,287,42
266,4,2,1,488,2013-10-14,287,42
266,6,2,1,171,2013-10-14,287,42
266,7,2,1,129,2013-10-14,287,42
266,9,2,1,331,2013-10-14,287,42
266,10,2,1,515,2013-10-14,287,42
267,1,2,2,218,2013-10-15,288,42
267,2,2,2,133,2013-10-15,288,42
267,3,2,2,196,2013-10-15,288,42
267,4,2,2,784,2013-10-15,288,42
267,6,2,2,238,2013-10-15,288,42
267,7,2,2,225,2013-10-15,288,42
267,8,2,2,32,2013-10-15,288,42
267,9,2,2,445,2013-10-15,288,42
267,10,2,2,541,2013-10-15,288,42
268,1,2,3,233,2013-10-16,289,42
268,2,2,3,186,2013-10-16,289,42
268,3,2,3,213,2013-10-16,289,42
268,4,2,3,650,2013-10-16,289,42
268,6,2,3,150,2013-10-16,289,42
268,7,2,3,360,2013-10-16,289,42
268,8,2,3,30,2013-10-16,289,42
268,9,2,3,372,2013-10-16,289,42
268,10,2,3,697,2013-10-16,289,42
269,1,2,4,183,2013-10-17,290,42
269,2,2,4,170,2013-10-17,290,42
269,3,2,4,72,2013-10-17,290,42
269,4,2,4,192,2013-10-17,290,42
269,6,2,4,170,2013-10-17,290,42
269,7,2,4,236,2013-10-17,290,42
269,8,2,4,46,2013-10-17,290,42
269,9,2,4,360,2013-10-17,290,42
269,10,2,4,245,2013-10-17,290,42
270,1,2,5,349,2013-10-18,291,42
270,2,2,5,265,2013-10-18,291,42
270,3,2,5,235,2013-10-18,291,42
270,4,2,5,366,2013-10-18,291,42
270,6,2,5,152,2013-10-18,291,42
270,7,2,5,232,2013-10-18,291,42
270,9,2,5,417,2013-10-18,291,42
270,10,2,5,412,2013-10-18,291,42
271,1,3,6,31,2013-10-19,292,42
271,2,3,6,33,2013-10-19,292,42
271,4,3,6,44,2013-10-19,292,42
271,6,3,6,30,2013-10-19,292,42
271,7,3,6,32,2013-10-19,292,42
271,9,3,6,31,2013-10-19,292,42
271,10,3,6,26,2013-10-19,292,42
272,9,3,7,13,2013-10-20,293,42
273,1,2,1,374,2013-10-21,294,43
273,2,2,1,239,2013-10-21,294,43
273,3,2,1,209,2013-10-21,294,43
273,4,2,1,558,2013-10-21,294,43
273,6,2,1,143,2013-10-21,294,43
273,7,2,1,386,2013-10-21,294,43
273,8,2,1,25,2013-10-21,294,43
273,9,2,1,430,2013-10-21,294,43
273,10,2,1,474,2013-10-21,294,43
274,1,2,2,405,2013-10-22,295,43
274,2,2,2,199,2013-10-22,295,43
274,3,2,2,392,2013-10-22,295,43
274,4,2,2,871,2013-10-22,295,43
274,6,2,2,190,2013-10-22,295,43
274,7,2,2,418,2013-10-22,295,43
274,8,2,2,32,2013-10-22,295,43
274,9,2,2,522,2013-10-22,295,43
274,10,2,2,669,2013-10-22,295,43
275,1,2,3,233,2013-10-23,296,43
275,2,2,3,155,2013-10-23,296,43
275,3,2,3,244,2013-10-23,296,43
275,4,2,3,386,2013-10-23,296,43
275,6,2,3,200,2013-10-23,296,43
275,7,2,3,90,2013-10-23,296,43
275,9,2,3,301,2013-10-23,296,43
275,10,2,3,529,2013-10-23,296,43
276,1,2,4,274,2013-10-24,297,43
276,2,2,4,49,2013-10-24,297,43
276,3,2,4,240,2013-10-24,297,43
276,4,2,4,335,2013-10-24,297,43
276,6,2,4,187,2013-10-24,297,43
276,7,2,4,165,2013-10-24,297,43
276,9,2,4,371,2013-10-24,297,43
276,10,2,4,547,2013-10-24,297,43
277,1,2,5,274,2013-10-25,298,43
277,2,2,5,265,2013-10-25,298,43
277,3,2,5,209,2013-10-25,298,43
277,4,2,5,453,2013-10-25,298,43
277,6,2,5,219,2013-10-25,298,43
277,7,2,5,283,2013-10-25,298,43
277,9,2,5,344,2013-10-25,298,43
277,10,2,5,494,2013-10-25,298,43
278,2,3,6,66,2013-10-26,299,43
278,3,3,6,65,2013-10-26,299,43
278,4,3,6,44,2013-10-26,299,43
278,6,3,6,24,2013-10-26,299,43
278,9,3,6,46,2013-10-26,299,43
278,10,3,6,26,2013-10-26,299,43
279,6,3,7,5,2013-10-27,300,43
280,1,2,1,200,2013-10-28,301,44
280,2,2,1,398,2013-10-28,301,44
280,3,2,1,157,2013-10-28,301,44
280,4,2,1,558,2013-10-28,301,44
280,6,2,1,209,2013-10-28,301,44
280,7,2,1,206,2013-10-28,301,44
280,8,2,1,25,2013-10-28,301,44
280,9,2,1,466,2013-10-28,301,44
280,10,2,1,638,2013-10-28,301,44
281,1,2,2,437,2013-10-29,302,44
281,2,2,2,265,2013-10-29,302,44
281,3,2,2,294,2013-10-29,302,44
281,4,2,2,501,2013-10-29,302,44
281,6,2,2,303,2013-10-29,302,44
281,7,2,2,225,2013-10-29,302,44
281,8,2,2,32,2013-10-29,302,44
281,9,2,2,292,2013-10-29,302,44
281,10,2,2,566,2013-10-29,302,44
282,1,2,3,204,2013-10-30,303,44
282,2,2,3,279,2013-10-30,303,44
282,3,2,3,213,2013-10-30,303,44
282,4,2,3,305,2013-10-30,303,44
282,6,2,3,233,2013-10-30,303,44
282,7,2,3,360,2013-10-30,303,44
282,8,2,3,30,2013-10-30,303,44
282,9,2,3,286,2013-10-30,303,44
282,10,2,3,649,2013-10-30,303,44
283,1,2,4,320,2013-10-31,304,44
283,2,2,4,243,2013-10-31,304,44
283,3,2,4,311,2013-10-31,304,44
283,4,2,4,335,2013-10-31,304,44
283,6,2,4,218,2013-10-31,304,44
283,7,2,4,118,2013-10-31,304,44
283,8,2,4,23,2013-10-31,304,44
283,9,2,4,259,2013-10-31,304,44
283,10,2,4,415,2013-10-31,304,44
284,1,2,5,299,2013-11-01,305,44
284,2,2,5,265,2013-11-01,305,44
284,3,2,5,287,2013-11-01,305,44
284,4,2,5,540,2013-11-01,305,44
284,6,2,5,200,2013-11-01,305,44
284,7,2,5,206,2013-11-01,305,44
284,8,2,5,25,2013-11-01,305,44
284,9,2,5,319,2013-11-01,305,44
284,10,2,5,597,2013-11-01,305,44
285,1,3,6,62,2013-11-02,306,44
285,3,3,6,65,2013-11-02,306,44
285,4,3,6,44,2013-11-02,306,44
285,6,3,6,42,2013-11-02,306,44
285,9,3,6,61,2013-11-02,306,44
285,10,3,6,26,2013-11-02,306,44
286,1,2,1,499,2013-11-04,308,45
286,2,2,1,478,2013-11-04,308,45
286,3,2,1,131,2013-11-04,308,45
286,4,2,1,592,2013-11-04,308,45
286,6,2,1,200,2013-11-04,308,45
286,7,2,1,232,2013-11-04,308,45
286,8,2,1,76,2013-11-04,308,45
286,9,2,1,319,2013-11-04,308,45
286,10,2,1,453,2013-11-04,308,45
287,1,2,2,312,2013-11-05,309,45
287,2,2,2,232,2013-11-05,309,45
287,3,2,2,359,2013-11-05,309,45
287,4,2,2,479,2013-11-05,309,45
287,6,2,2,255,2013-11-05,309,45
287,7,2,2,386,2013-11-05,309,45
287,8,2,2,127,2013-11-05,309,45
287,9,2,2,353,2013-11-05,309,45
287,10,2,2,515,2013-11-05,309,45
288,1,2,3,320,2013-11-06,310,45
288,2,2,3,217,2013-11-06,310,45
288,3,2,3,183,2013-11-06,310,45
288,4,2,3,386,2013-11-06,310,45
288,6,2,3,194,2013-11-06,310,45
288,7,2,3,240,2013-11-06,310,45
288,9,2,3,372,2013-11-06,310,45
288,10,2,3,625,2013-11-06,310,45
289,1,2,4,114,2013-11-07,311,45
289,2,2,4,195,2013-11-07,311,45
289,3,2,4,120,2013-11-07,311,45
289,4,2,4,287,2013-11-07,311,45
289,6,2,4,96,2013-11-07,311,45
289,7,2,4,142,2013-11-07,311,45
289,9,2,4,338,2013-11-07,311,45
289,10,2,4,321,2013-11-07,311,45
290,1,2,5,399,2013-11-08,312,45
290,2,2,5,239,2013-11-08,312,45
290,3,2,5,183,2013-11-08,312,45
290,4,2,5,540,2013-11-08,312,45
290,6,2,5,247,2013-11-08,312,45
290,7,2,5,309,2013-11-08,312,45
290,8,2,5,51,2013-11-08,312,45
290,9,2,5,307,2013-11-08,312,45
290,10,2,5,597,2013-11-08,312,45
291,1,3,6,62,2013-11-09,313,45
291,2,3,6,33,2013-11-09,313,45
291,4,3,6,65,2013-11-09,313,45
291,6,3,6,36,2013-11-09,313,45
291,9,3,6,46,2013-11-09,313,45
291,10,3,6,51,2013-11-09,313,45
292,6,3,7,5,2013-11-10,314,45
292,7,3,7,28,2013-11-10,314,45
293,1,2,1,324,2013-11-11,315,46
293,2,2,1,265,2013-11-11,315,46
293,3,2,1,209,2013-11-11,315,46
293,4,2,1,470,2013-11-11,315,46
293,6,2,1,171,2013-11-11,315,46
293,7,2,1,180,2013-11-11,315,46
293,8,2,1,25,2013-11-11,315,46
293,9,2,1,258,2013-11-11,315,46
293,10,2,1,474,2013-11-11,315,46
294,1,2,2,312,2013-11-12,316,46
294,2,2,2,99,2013-11-12,316,46
294,3,2,2,196,2013-11-12,316,46
294,4,2,2,784,2013-11-12,316,46
294,6,2,2,184,2013-11-12,316,46
294,7,2,2,418,2013-11-12,316,46
294,8,2,2,63,2013-11-12,316,46
294,9,2,2,614,2013-11-12,316,46
294,10,2,2,515,2013-11-12,316,46
295,1,2,3,378,2013-11-13,317,46
295,2,2,3,402,2013-11-13,317,46
295,3,2,3,122,2013-11-13,317,46
295,4,2,3,447,2013-11-13,317,46
295,6,2,3,255,2013-11-13,317,46
295,7,2,3,330,2013-11-13,317,46
295,9,2,3,458,2013-11-13,317,46
295,10,2,3,505,2013-11-13,317,46
296,1,2,4,274,2013-11-14,318,46
296,2,2,4,170,2013-11-14,318,46
296,3,2,4,216,2013-11-14,318,46
296,4,2,4,160,2013-11-14,318,46
296,6,2,4,139,2013-11-14,318,46
296,7,2,4,236,2013-11-14,318,46
296,8,2,4,46,2013-11-14,318,46
296,9,2,4,259,2013-11-14,318,46
296,10,2,4,321,2013-11-14,318,46
297,1,2,5,274,2013-11-15,319,46
297,2,2,5,159,2013-11-15,319,46
297,3,2,5,183,2013-11-15,319,46
297,4,2,5,523,2013-11-15,319,46
297,6,2,5,185,2013-11-15,319,46
297,7,2,5,257,2013-11-15,319,46
297,8,2,5,51,2013-11-15,319,46
297,9,2,5,430,2013-11-15,319,46
297,10,2,5,474,2013-11-15,319,46
298,1,3,6,62,2013-11-16,320,46
298,2,3,6,33,2013-11-16,320,46
298,4,3,6,65,2013-11-16,320,46
298,6,3,6,18,2013-11-16,320,46
298,9,3,6,15,2013-11-16,320,46
299,1,2,1,200,2013-11-18,322,47
299,2,2,1,265,2013-11-18,322,47
299,3,2,1,183,2013-11-18,322,47
299,4,2,1,523,2013-11-18,322,47
299,6,2,1,238,2013-11-18,322,47
299,7,2,1,232,2013-11-18,322,47
299,8,2,1,51,2013-11-18,322,47
299,9,2,1,381,2013-11-18,322,47
299,10,2,1,556,2013-11-18,322,47
300,1,2,2,374,2013-11-19,323,47
300,2,2,2,298,2013-11-19,323,47
300,3,2,2,196,2013-11-19,323,47
300,4,2,2,261,2013-11-19,323,47
300,6,2,2,226,2013-11-19,323,47
300,7,2,2,161,2013-11-19,323,47
300,9,2,2,399,2013-11-19,323,47
300,10,2,2,721,2013-11-19,323,47
301,1,2,3,378,2013-11-20,324,47
301,2,2,3,340,2013-11-20,324,47
301,3,2,3,152,2013-11-20,324,47
301,4,2,3,305,2013-11-20,324,47
301,6,2,3,222,2013-11-20,324,47
301,7,2,3,180,2013-11-20,324,47
301,9,2,3,301,2013-11-20,324,47
301,10,2,3,529,2013-11-20,324,47
302,1,2,4,206,2013-11-21,325,47
302,2,2,4,97,2013-11-21,325,47
302,3,2,4,168,2013-11-21,325,47
302,4,2,4,176,2013-11-21,325,47
302,6,2,4,179,2013-11-21,325,47
302,7,2,4,71,2013-11-21,325,47
302,9,2,4,338,2013-11-21,325,47
302,10,2,4,585,2013-11-21,325,47
303,1,2,5,299,2013-11-22,326,47
303,2,2,5,159,2013-11-22,326,47
303,3,2,5,209,2013-11-22,326,47
303,4,2,5,383,2013-11-22,326,47
303,6,2,5,166,2013-11-22,326,47
303,7,2,5,309,2013-11-22,326,47
303,9,2,5,270,2013-11-22,326,47
303,10,2,5,432,2013-11-22,326,47
304,1,3,6,62,2013-11-23,327,47
304,3,3,6,131,2013-11-23,327,47
304,4,3,6,22,2013-11-23,327,47
304,6,3,6,30,2013-11-23,327,47
304,9,3,6,61,2013-11-23,327,47
304,10,3,6,51,2013-11-23,327,47
305,10,3,7,22,2013-11-24,328,47
306,1,2,1,374,2013-11-25,329,48
306,2,2,1,265,2013-11-25,329,48
306,3,2,1,78,2013-11-25,329,48
306,4,2,1,453,2013-11-25,329,48
306,6,2,1,157,2013-11-25,329,48
306,7,2,1,129,2013-11-25,329,48
306,9,2,1,442,2013-11-25,329,48
306,10,2,1,494,2013-11-25,329,48
307,1,2,2,561,2013-11-26,330,48
307,2,2,2,199,2013-11-26,330,48
307,3,2,2,261,2013-11-26,330,48
307,4,2,2,675,2013-11-26,330,48
307,6,2,2,238,2013-11-26,330,48
307,7,2,2,257,2013-11-26,330,48
307,8,2,2,63,2013-11-26,330,48
307,9,2,2,445,2013-11-26,330,48
307,10,2,2,386,2013-11-26,330,48
308,1,2,3,291,2013-11-27,331,48
308,2,2,3,124,2013-11-27,331,48
308,3,2,3,152,2013-11-27,331,48
308,4,2,3,488,2013-11-27,331,48
308,6,2,3,177,2013-11-27,331,48
308,7,2,3,210,2013-11-27,331,48
308,9,2,3,415,2013-11-27,331,48
308,10,2,3,384,2013-11-27,331,48
309,1,2,4,389,2013-11-28,332,48
309,2,2,4,219,2013-11-28,332,48
309,3,2,4,264,2013-11-28,332,48
309,4,2,4,351,2013-11-28,332,48
309,6,2,4,205,2013-11-28,332,48
309,7,2,4,118,2013-11-28,332,48
309,8,2,4,23,2013-11-28,332,48
309,9,2,4,383,2013-11-28,332,48
309,10,2,4,585,2013-11-28,332,48
310,1,2,5,225,2013-11-29,333,48
310,2,2,5,345,2013-11-29,333,48
310,3,2,5,235,2013-11-29,333,48
310,4,2,5,418,2013-11-29,333,48
310,6,2,5,214,2013-11-29,333,48
310,7,2,5,154,2013-11-29,333,48
310,8,2,5,25,2013-11-29,333,48
310,9,2,5,344,2013-11-29,333,48
310,10,2,5,494,2013-11-29,333,48
311,1,3,6,62,2013-11-30,334,48
311,2,3,6,66,2013-11-30,334,48
311,3,3,6,65,2013-11-30,334,48
311,4,3,6,65,2013-11-30,334,48
311,6,3,6,202,2013-11-30,334,48
311,7,3,6,193,2013-11-30,334,48
311,9,3,6,138,2013-11-30,334,48
311,10,3,6,335,2013-11-30,334,48
312,2,3,7,57,2013-12-01,335,48
312,3,3,7,28,2013-12-01,335,48
312,6,3,7,5,2013-12-01,335,48
312,9,3,7,13,2013-12-01,335,48
313,1,2,1,324,2013-12-02,336,49
313,2,2,1,371,2013-12-02,336,49
313,3,2,1,314,2013-12-02,336,49
313,4,2,1,505,2013-12-02,336,49
313,6,2,1,299,2013-12-02,336,49
313,7,2,1,335,2013-12-02,336,49
313,9,2,1,577,2013-12-02,336,49
313,10,2,1,700,2013-12-02,336,49
314,1,2,2,343,2013-12-03,337,49
314,2,2,2,133,2013-12-03,337,49
314,3,2,2,163,2013-12-03,337,49
314,4,2,2,588,2013-12-03,337,49
314,6,2,2,178,2013-12-03,337,49
314,7,2,2,322,2013-12-03,337,49
314,8,2,2,95,2013-12-03,337,49
314,9,2,2,368,2013-12-03,337,49
314,10,2,2,463,2013-12-03,337,49
315,1,2,3,262,2013-12-04,338,49
315,2,2,3,279,2013-12-04,338,49
315,3,2,3,274,2013-12-04,338,49
315,4,2,3,508,2013-12-04,338,49
315,6,2,3,227,2013-12-04,338,49
315,7,2,3,150,2013-12-04,338,49
315,9,2,3,372,2013-12-04,338,49
315,10,2,3,480,2013-12-04,338,49
316,1,2,4,114,2013-12-05,339,49
316,2,2,4,170,2013-12-05,339,49
316,3,2,4,96,2013-12-05,339,49
316,4,2,4,192,2013-12-05,339,49
316,6,2,4,144,2013-12-05,339,49
316,7,2,4,212,2013-12-05,339,49
316,8,2,4,46,2013-12-05,339,49
316,9,2,4,293,2013-12-05,339,49
316,10,2,4,415,2013-12-05,339,49
317,1,2,5,299,2013-12-06,340,49
317,2,2,5,345,2013-12-06,340,49
317,3,2,5,209,2013-12-06,340,49
317,4,2,5,227,2013-12-06,340,49
317,6,2,5,176,2013-12-06,340,49
317,7,2,5,154,2013-12-06,340,49
317,8,2,5,51,2013-12-06,340,49
317,9,2,5,516,2013-12-06,340,49
317,10,2,5,556,2013-12-06,340,49
318,1,3,6,94,2013-12-07,341,49
318,2,3,6,33,2013-12-07,341,49
318,3,3,6,33,2013-12-07,341,49
318,4,3,6,131,2013-12-07,341,49
318,6,3,6,48,2013-12-07,341,49
318,7,3,6,32,2013-12-07,341,49
318,9,3,6,15,2013-12-07,341,49
318,10,3,6,103,2013-12-07,341,49
319,6,3,7,5,2013-12-08,342,49
320,1,2,1,374,2013-12-09,343,50
320,2,2,1,212,2013-12-09,343,50
320,3,2,1,366,2013-12-09,343,50
320,4,2,1,453,2013-12-09,343,50
320,6,2,1,185,2013-12-09,343,50
320,7,2,1,257,2013-12-09,343,50
320,9,2,1,491,2013-12-09,343,50
320,10,2,1,494,2013-12-09,343,50
321,1,2,2,374,2013-12-10,344,50
321,2,2,2,133,2013-12-10,344,50
321,3,2,2,229,2013-12-10,344,50
321,4,2,2,544,2013-12-10,344,50
321,6,2,2,226,2013-12-10,344,50
321,7,2,2,354,2013-12-10,344,50
321,8,2,2,95,2013-12-10,344,50
321,9,2,2,644,2013-12-10,344,50
321,10,2,2,541,2013-12-10,344,50
322,1,2,3,320,2013-12-11,345,50
322,2,2,3,681,2013-12-11,345,50
322,3,2,3,579,2013-12-11,345,50
322,4,2,3,447,2013-12-11,345,50
322,6,2,3,399,2013-12-11,345,50
322,7,2,3,571,2013-12-11,345,50
322,9,2,3,874,2013-12-11,345,50
322,10,2,3,961,2013-12-11,345,50
323,1,2,4,229,2013-12-12,346,50
323,2,2,4,170,2013-12-12,346,50
323,3,2,4,192,2013-12-12,346,50
323,4,2,4,272,2013-12-12,346,50
323,6,2,4,227,2013-12-12,346,50
323,7,2,4,118,2013-12-12,346,50
323,8,2,4,23,2013-12-12,346,50
323,9,2,4,495,2013-12-12,346,50
323,10,2,4,472,2013-12-12,346,50
324,1,2,5,399,2013-12-13,347,50
324,2,2,5,292,2013-12-13,347,50
324,3,2,5,235,2013-12-13,347,50
324,4,2,5,366,2013-12-13,347,50
324,6,2,5,266,2013-12-13,347,50
324,7,2,5,257,2013-12-13,347,50
324,8,2,5,25,2013-12-13,347,50
324,9,2,5,405,2013-12-13,347,50
324,10,2,5,391,2013-12-13,347,50
325,1,3,6,31,2013-12-14,348,50
325,2,3,6,66,2013-12-14,348,50
325,3,3,6,65,2013-12-14,348,50
325,4,3,6,65,2013-12-14,348,50
325,6,3,6,24,2013-12-14,348,50
325,7,3,6,64,2013-12-14,348,50
325,9,3,6,92,2013-12-14,348,50
325,10,3,6,51,2013-12-14,348,50
326,1,2,1,274,2013-12-16,350,51
326,2,2,1,212,2013-12-16,350,51
326,3,2,1,52,2013-12-16,350,51
326,4,2,1,592,2013-12-16,350,51
326,6,2,1,128,2013-12-16,350,51
326,7,2,1,103,2013-12-16,350,51
326,8,2,1,76,2013-12-16,350,51
326,9,2,1,626,2013-12-16,350,51
326,10,2,1,659,2013-12-16,350,51
327,1,2,2,187,2013-12-17,351,51
327,2,2,2,232,2013-12-17,351,51
327,3,2,2,131,2013-12-17,351,51
327,4,2,2,436,2013-12-17,351,51
327,6,2,2,113,2013-12-17,351,51
327,7,2,2,257,2013-12-17,351,51
327,9,2,2,522,2013-12-17,351,51
327,10,2,2,515,2013-12-17,351,51
328,1,2,3,320,2013-12-18,352,51
328,2,2,3,340,2013-12-18,352,51
328,3,2,3,152,2013-12-18,352,51
328,4,2,3,630,2013-12-18,352,51
328,6,2,3,194,2013-12-18,352,51
328,7,2,3,120,2013-12-18,352,51
328,8,2,3,30,2013-12-18,352,51
328,9,2,3,730,2013-12-18,352,51
328,10,2,3,529,2013-12-18,352,51
329,1,2,4,274,2013-12-19,353,51
329,2,2,4,268,2013-12-19,353,51
329,3,2,4,144,2013-12-19,353,51
329,4,2,4,351,2013-12-19,353,51
329,6,2,4,83,2013-12-19,353,51
329,7,2,4,118,2013-12-19,353,51
329,8,2,4,46,2013-12-19,353,51
329,9,2,4,326,2013-12-19,353,51
329,10,2,4,359,2013-12-19,353,51
330,1,2,5,175,2013-12-20,354,51
330,2,2,5,239,2013-12-20,354,51
330,3,2,5,209,2013-12-20,354,51
330,4,2,5,488,2013-12-20,354,51
330,6,2,5,147,2013-12-20,354,51
330,7,2,5,103,2013-12-20,354,51
330,8,2,5,25,2013-12-20,354,51
330,9,2,5,565,2013-12-20,354,51
330,10,2,5,659,2013-12-20,354,51
331,4,3,6,44,2013-12-21,355,51
331,6,3,6,30,2013-12-21,355,51
331,9,3,6,92,2013-12-21,355,51
331,10,3,6,103,2013-12-21,355,51
332,6,3,7,10,2013-12-22,356,51
333,1,2,1,524,2013-12-23,357,52
333,2,2,1,345,2013-12-23,357,52
333,3,2,1,340,2013-12-23,357,52
333,4,2,1,401,2013-12-23,357,52
333,6,2,1,190,2013-12-23,357,52
333,7,2,1,77,2013-12-23,357,52
333,8,2,1,25,2013-12-23,357,52
333,9,2,1,798,2013-12-23,357,52
333,10,2,1,309,2013-12-23,357,52
334,1,2,2,281,2013-12-24,358,52
334,2,2,2,464,2013-12-24,358,52
334,3,2,2,294,2013-12-24,358,52
334,4,2,2,457,2013-12-24,358,52
334,6,2,2,172,2013-12-24,358,52
334,7,2,2,97,2013-12-24,358,52
334,8,2,2,63,2013-12-24,358,52
334,9,2,2,813,2013-12-24,358,52
334,10,2,2,489,2013-12-24,358,52
335,1,2,3,233,2013-12-25,359,52
335,2,2,3,495,2013-12-25,359,52
335,3,2,3,152,2013-12-25,359,52
335,4,2,3,366,2013-12-25,359,52
335,6,2,3,238,2013-12-25,359,52
335,7,2,3,90,2013-12-25,359,52
335,8,2,3,30,2013-12-25,359,52
335,9,2,3,816,2013-12-25,359,52
335,10,2,3,432,2013-12-25,359,52
336,1,2,4,206,2013-12-26,360,52
336,2,2,4,389,2013-12-26,360,52
336,3,2,4,120,2013-12-26,360,52
336,4,2,4,256,2013-12-26,360,52
336,6,2,4,148,2013-12-26,360,52
336,7,2,4,142,2013-12-26,360,52
336,9,2,4,810,2013-12-26,360,52
336,10,2,4,472,2013-12-26,360,52
337,1,2,5,150,2013-12-27,361,52
337,2,2,5,1088,2013-12-27,361,52
337,3,2,5,105,2013-12-27,361,52
337,4,2,5,366,2013-12-27,361,52
337,6,2,5,185,2013-12-27,361,52
337,7,2,5,206,2013-12-27,361,52
337,9,2,5,872,2013-12-27,361,52
337,10,2,5,577,2013-12-27,361,52
338,1,3,6,31,2013-12-28,362,52
338,2,3,6,564,2013-12-28,362,52
338,3,3,6,65,2013-12-28,362,52
338,4,3,6,109,2013-12-28,362,52
338,6,3,6,42,2013-12-28,362,52
338,7,3,6,32,2013-12-28,362,52
338,9,3,6,292,2013-12-28,362,52
339,1,2,1,474,2013-12-30,364,53
339,2,2,1,1884,2013-12-30,364,53
339,3,2,1,235,2013-12-30,364,53
339,4,2,1,383,2013-12-30,364,53
339,6,2,1,57,2013-12-30,364,53
339,7,2,1,154,2013-12-30,364,53
339,9,2,1,884,2013-12-30,364,53
339,10,2,1,453,2013-12-30,364,53
340,1,2,2,343,2013-12-31,365,53
340,2,2,2,531,2013-12-31,365,53
340,3,2,2,229,2013-12-31,365,53
340,4,2,2,327,2013-12-31,365,53
340,6,2,2,59,2013-12-31,365,53
340,7,2,2,97,2013-12-31,365,53
340,9,2,2,1151,2013-12-31,365,53
340,10,2,2,257,2013-12-31,365,53
341,6,1,3,5,2014-01-01,1,1
341,9,1,3,14,2014-01-01,1,1
342,1,2,4,554,2014-01-02,2,1
342,2,2,4,354,2014-01-02,2,1
342,3,2,4,395,2014-01-02,2,1
342,4,2,4,1084,2014-01-02,2,1
342,6,2,4,321,2014-01-02,2,1
342,7,2,4,275,2014-01-02,2,1
342,8,2,4,113,2014-01-02,2,1
342,9,2,4,698,2014-01-02,2,1
342,10,2,4,1080,2014-01-02,2,1
343,1,2,5,556,2014-01-03,3,1
343,2,2,5,232,2014-01-03,3,1
343,3,2,5,456,2014-01-03,3,1
343,4,2,5,1453,2014-01-03,3,1
343,6,2,5,263,2014-01-03,3,1
343,7,2,5,275,2014-01-03,3,1
343,8,2,5,74,2014-01-03,3,1
343,9,2,5,476,2014-01-03,3,1
343,10,2,5,978,2014-01-03,3,1
344,1,3,6,181,2014-01-04,4,1
344,2,3,6,193,2014-01-04,4,1
344,3,3,6,285,2014-01-04,4,1
344,4,3,6,232,2014-01-04,4,1
344,6,3,6,104,2014-01-04,4,1
344,7,3,6,187,2014-01-04,4,1
344,8,3,6,31,2014-01-04,4,1
344,9,3,6,119,2014-01-04,4,1
344,10,3,6,275,2014-01-04,4,1
345,6,3,7,5,2014-01-05,5,1
346,1,4,1,774,2014-01-06,6,2
346,2,4,1,283,2014-01-06,6,2
346,3,4,1,684,2014-01-06,6,2
346,4,4,1,1436,2014-01-06,6,2
346,6,4,1,364,2014-01-06,6,2
346,7,4,1,324,2014-01-06,6,2
346,8,4,1,147,2014-01-06,6,2
346,9,4,1,655,2014-01-06,6,2
346,10,4,1,1258,2014-01-06,6,2
347,1,4,2,544,2014-01-07,7,2
347,2,4,2,515,2014-01-07,7,2
347,3,4,2,570,2014-01-07,7,2
347,4,4,2,993,2014-01-07,7,2
347,6,4,2,564,2014-01-07,7,2
347,7,4,2,1123,2014-01-07,7,2
347,8,4,2,92,2014-01-07,7,2
347,9,4,2,804,2014-01-07,7,2
347,10,4,2,1448,2014-01-07,7,2
348,1,2,3,339,2014-01-08,8,2
348,2,2,3,330,2014-01-08,8,2
348,3,2,3,591,2014-01-08,8,2
348,4,2,3,1064,2014-01-08,8,2
348,6,2,3,446,2014-01-08,8,2
348,7,2,3,379,2014-01-08,8,2
348,8,2,3,143,2014-01-08,8,2
