date	day_of_week	brand	cnt
241	6	6	18
241	6	9	31
241	6	10	103
242	1	1	299
242	1	2	425
242	1	3	497
242	1	4	418
242	1	6	242
242	1	7	489
242	1	9	479
242	1	10	680
243	2	1	374
243	2	2	199
243	2	3	196
243	2	4	479
243	2	6	220
243	2	7	161
243	2	8	32
243	2	9	506
243	2	10	541
244	3	1	291
244	3	2	310
244	3	3	427
244	3	4	386
244	3	6	122
244	3	7	240
244	3	9	473
244	3	10	529
245	4	1	23
245	4	4	16
246	6	1	31
246	6	3	33
246	6	6	18
247	7	1	270
247	7	2	316
247	7	3	368
247	7	4	547
247	7	6	319
247	7	7	195
247	7	8	82
247	7	9	612
247	7	10	959
248	1	1	349
248	1	2	531
248	1	3	392
248	1	4	383
248	1	6	152
248	1	7	309
248	1	8	51
248	1	9	516
248	1	10	680
249	2	1	218
249	2	2	298
249	2	3	294
249	2	4	523
249	2	6	244
249	2	7	290
249	2	8	95
249	2	9	476
249	2	10	952
250	3	1	233
250	3	2	371
250	3	3	335
250	3	4	508
250	3	6	233
250	3	7	150
250	3	8	59
250	3	9	329
250	3	10	480
251	4	1	343
251	4	2	316
251	4	3	216
251	4	4	335
251	4	6	192
251	4	7	94
251	4	8	70
251	4	9	473
251	4	10	585
252	5	1	399
252	5	2	318
252	5	3	261
252	5	4	314
252	5	6	204
252	5	7	335
252	5	8	152
252	5	9	307
252	5	10	824
253	6	1	156
253	6	2	66
253	6	4	44
253	6	6	18
253	6	7	97
253	6	9	31
253	6	10	26
254	7	1	541
254	7	2	431
254	7	3	425
254	7	4	321
254	7	6	350
254	7	7	446
254	7	8	165
254	7	9	718
254	7	10	1093
255	1	1	424
255	1	2	610
255	1	3	314
255	1	4	366
255	1	6	247
255	1	7	206
255	1	9	442
255	1	10	741
256	2	6	12
256	2	7	32
257	3	2	31
257	3	6	44
257	3	9	86
257	3	10	48
258	5	4	17
258	5	9	12
259	7	4	19
259	7	9	13
260	2	1	343
260	2	2	829
260	2	3	555
260	2	4	1111
260	2	6	356
260	2	7	354
260	2	8	158
260	2	9	1105
260	2	10	1828
261	3	1	495
261	3	2	743
261	3	3	579
261	3	4	630
261	3	6	255
261	3	7	330
261	3	8	118
261	3	9	501
261	3	10	865
262	4	1	457
262	4	2	268
262	4	3	264
262	4	4	479
262	4	6	166
262	4	7	165
262	4	8	46
262	4	9	484
262	4	10	566
263	5	1	324
263	5	2	212
263	5	3	235
263	5	4	348
263	5	6	195
263	5	7	154
263	5	9	246
263	5	10	350
264	6	1	187
264	6	2	133
264	6	3	229
264	6	4	305
264	6	6	166
264	6	7	290
264	6	9	307
264	6	10	309
265	7	4	19
266	1	1	324
266	1	2	133
266	1	3	183
266	1	4	488
266	1	6	171
266	1	7	129
266	1	9	331
266	1	10	515
267	2	1	218
267	2	2	133
267	2	3	196
267	2	4	784
267	2	6	238
267	2	7	225
267	2	8	32
267	2	9	445
267	2	10	541
268	3	1	233
268	3	2	186
268	3	3	213
268	3	4	650
268	3	6	150
268	3	7	360
268	3	8	30
268	3	9	372
268	3	10	697
269	4	1	183
269	4	2	170
269	4	3	72
269	4	4	192
269	4	6	170
269	4	7	236
269	4	8	46
269	4	9	360
269	4	10	245
270	5	1	349
270	5	2	265
270	5	3	235
270	5	4	366
270	5	6	152
270	5	7	232
270	5	9	417
270	5	10	412
271	6	1	31
271	6	2	33
271	6	4	44
271	6	6	30
271	6	7	32
271	6	9	31
271	6	10	26
272	7	9	13
273	1	1	374
273	1	2	239
273	1	3	209
273	1	4	558
273	1	6	143
273	1	7	386
273	1	8	25
273	1	9	430
273	1	10	474
274	2	1	405
274	2	2	199
274	2	3	392
274	2	4	871
274	2	6	190
274	2	7	418
274	2	8	32
274	2	9	522
274	2	10	669
275	3	1	233
275	3	2	155
275	3	3	244
275	3	4	386
275	3	6	200
275	3	7	90
275	3	9	301
275	3	10	529
276	4	1	274
276	4	2	49
276	4	3	240
276	4	4	335
276	4	6	187
276	4	7	165
276	4	9	371
276	4	10	547
277	5	1	274
277	5	2	265
277	5	3	209
277	5	4	453
277	5	6	219
277	5	7	283
277	5	9	344
277	5	10	494
278	6	2	66
278	6	3	65
278	6	4	44
278	6	6	24
278	6	9	46
278	6	10	26
279	7	6	5
280	1	1	200
280	1	2	398
280	1	3	157
280	1	4	558
280	1	6	209
280	1	7	206
280	1	8	25
280	1	9	466
280	1	10	638
281	2	1	437
281	2	2	265
281	2	3	294
281	2	4	501
281	2	6	303
281	2	7	225
281	2	8	32
281	2	9	292
281	2	10	566
282	3	1	204
282	3	2	279
282	3	3	213
282	3	4	305
282	3	6	233
282	3	7	360
282	3	8	30
282	3	9	286
282	3	10	649
283	4	1	320
283	4	2	243
283	4	3	311
283	4	4	335
283	4	6	218
283	4	7	118
283	4	8	23
283	4	9	259
283	4	10	415
284	5	1	299
284	5	2	265
284	5	3	287
284	5	4	540
284	5	6	200
284	5	7	206
284	5	8	25
284	5	9	319
284	5	10	597
285	6	1	62
285	6	3	65
285	6	4	44
285	6	6	42
285	6	9	61
285	6	10	26
286	1	1	499
286	1	2	478
286	1	3	131
286	1	4	592
286	1	6	200
286	1	7	232
286	1	8	76
286	1	9	319
286	1	10	453
287	2	1	312
287	2	2	232
287	2	3	359
287	2	4	479
287	2	6	255
287	2	7	386
287	2	8	127
287	2	9	353
287	2	10	515
288	3	1	320
288	3	2	217
288	3	3	183
288	3	4	386
288	3	6	194
288	3	7	240
288	3	9	372
288	3	10	625
289	4	1	114
289	4	2	195
289	4	3	120
289	4	4	287
289	4	6	96
289	4	7	142
289	4	9	338
289	4	10	321
290	5	1	399
290	5	2	239
290	5	3	183
290	5	4	540
290	5	6	247
290	5	7	309
290	5	8	51
290	5	9	307
290	5	10	597
291	6	1	62
291	6	2	33
291	6	4	65
291	6	6	36
291	6	9	46
291	6	10	51
292	7	6	5
292	7	7	28
293	1	1	324
293	1	2	265
293	1	3	209
293	1	4	470
293	1	6	171
293	1	7	180
293	1	8	25
293	1	9	258
293	1	10	474
294	2	1	312
294	2	2	99
294	2	3	196
294	2	4	784
294	2	6	184
294	2	7	418
294	2	8	63
294	2	9	614
294	2	10	515
295	3	1	378
295	3	2	402
295	3	3	122
295	3	4	447
295	3	6	255
295	3	7	330
295	3	9	458
295	3	10	505
296	4	1	274
296	4	2	170
296	4	3	216
296	4	4	160
296	4	6	139
296	4	7	236
296	4	8	46
296	4	9	259
296	4	10	321
297	5	1	274
297	5	2	159
297	5	3	183
297	5	4	523
297	5	6	185
297	5	7	257
297	5	8	51
297	5	9	430
297	5	10	474
298	6	1	62
298	6	2	33
298	6	4	65
298	6	6	18
298	6	9	15
299	1	1	200
299	1	2	265
299	1	3	183
299	1	4	523
299	1	6	238
299	1	7	232
299	1	8	51
299	1	9	381
299	1	10	556
300	2	1	374
300	2	2	298
300	2	3	196
300	2	4	261
300	2	6	226
300	2	7	161
300	2	9	399
300	2	10	721
301	3	1	378
301	3	2	340
301	3	3	152
301	3	4	305
301	3	6	222
301	3	7	180
301	3	9	301
301	3	10	529
302	4	1	206
302	4	2	97
302	4	3	168
302	4	4	176
302	4	6	179
302	4	7	71
302	4	9	338
302	4	10	585
303	5	1	299
303	5	2	159
303	5	3	209
303	5	4	383
303	5	6	166
303	5	7	309
303	5	9	270
303	5	10	432
304	6	1	62
304	6	3	131
304	6	4	22
304	6	6	30
304	6	9	61
304	6	10	51
305	7	10	22
306	1	1	374
306	1	2	265
306	1	3	78
306	1	4	453
306	1	6	157
306	1	7	129
306	1	9	442
306	1	10	494
307	2	1	561
307	2	2	199
307	2	3	261
307	2	4	675
307	2	6	238
307	2	7	257
307	2	8	63
307	2	9	445
307	2	10	386
308	3	1	291
308	3	2	124
308	3	3	152
308	3	4	488
308	3	6	177
308	3	7	210
308	3	9	415
308	3	10	384
309	4	1	389
309	4	2	219
309	4	3	264
309	4	4	351
309	4	6	205
309	4	7	118
309	4	8	23
309	4	9	383
309	4	10	585
310	5	1	225
310	5	2	345
310	5	3	235
310	5	4	418
310	5	6	214
310	5	7	154
310	5	8	25
310	5	9	344
310	5	10	494
311	6	1	62
311	6	2	66
311	6	3	65
311	6	4	65
311	6	6	202
311	6	7	193
311	6	9	138
311	6	10	335
312	7	2	57
312	7	3	28
312	7	6	5
312	7	9	13
313	1	1	324
313	1	2	371
313	1	3	314
313	1	4	505
313	1	6	299
313	1	7	335
313	1	9	577
313	1	10	700
314	2	1	343
314	2	2	133
314	2	3	163
314	2	4	588
314	2	6	178
314	2	7	322
314	2	8	95
314	2	9	368
314	2	10	463
315	3	1	262
315	3	2	279
315	3	3	274
315	3	4	508
315	3	6	227
315	3	7	150
315	3	9	372
315	3	10	480
316	4	1	114
316	4	2	170
316	4	3	96
316	4	4	192
316	4	6	144
316	4	7	212
316	4	8	46
316	4	9	293
316	4	10	415
317	5	1	299
317	5	2	345
317	5	3	209
317	5	4	227
317	5	6	176
317	5	7	154
317	5	8	51
317	5	9	516
317	5	10	556
318	6	1	94
318	6	2	33
318	6	3	33
318	6	4	131
318	6	6	48
318	6	7	32
318	6	9	15
318	6	10	103
319	7	6	5
320	1	1	374
320	1	2	212
320	1	3	366
320	1	4	453
320	1	6	185
320	1	7	257
320	1	9	491
320	1	10	494
321	2	1	374
321	2	2	133
321	2	3	229
321	2	4	544
321	2	6	226
321	2	7	354
321	2	8	95
321	2	9	644
321	2	10	541
322	3	1	320
322	3	2	681
322	3	3	579
322	3	4	447
322	3	6	399
322	3	7	571
322	3	9	874
322	3	10	961
323	4	1	229
323	4	2	170
323	4	3	192
323	4	4	272
323	4	6	227
323	4	7	118
323	4	8	23
323	4	9	495
323	4	10	472
324	5	1	399
324	5	2	292
324	5	3	235
324	5	4	366
324	5	6	266
324	5	7	257
324	5	8	25
324	5	9	405
324	5	10	391
325	6	1	31
325	6	2	66
325	6	3	65
325	6	4	65
325	6	6	24
325	6	7	64
325	6	9	92
325	6	10	51
326	1	1	274
326	1	2	212
326	1	3	52
326	1	4	592
326	1	6	128
326	1	7	103
326	1	8	76
326	1	9	626
326	1	10	659
327	2	1	187
327	2	2	232
327	2	3	131
327	2	4	436
327	2	6	113
327	2	7	257
327	2	9	522
327	2	10	515
328	3	1	320
328	3	2	340
328	3	3	152
328	3	4	630
328	3	6	194
328	3	7	120
328	3	8	30
328	3	9	730
328	3	10	529
329	4	1	274
329	4	2	268
329	4	3	144
329	4	4	351
329	4	6	83
329	4	7	118
329	4	8	46
329	4	9	326
329	4	10	359
330	5	1	175
330	5	2	239
330	5	3	209
330	5	4	488
330	5	6	147
330	5	7	103
330	5	8	25
330	5	9	565
330	5	10	659
331	6	4	44
331	6	6	30
331	6	9	92
331	6	10	103
332	7	6	10
333	1	1	524
333	1	2	345
333	1	3	340
333	1	4	401
333	1	6	190
333	1	7	77
333	1	8	25
333	1	9	798
333	1	10	309
334	2	1	281
334	2	2	464
334	2	3	294
334	2	4	457
334	2	6	172
334	2	7	97
334	2	8	63
334	2	9	813
334	2	10	489
335	3	1	233
335	3	2	495
335	3	3	152
335	3	4	366
335	3	6	238
335	3	7	90
335	3	8	30
335	3	9	816
335	3	10	432
336	4	1	206
336	4	2	389
336	4	3	120
336	4	4	256
336	4	6	148
336	4	7	142
336	4	9	810
336	4	10	472
337	5	1	150
337	5	2	1088
337	5	3	105
337	5	4	366
337	5	6	185
337	5	7	206
337	5	9	872
337	5	10	577
338	6	1	31
338	6	2	564
338	6	3	65
338	6	4	109
338	6	6	42
338	6	7	32
338	6	9	292
339	1	1	474
339	1	2	1884
339	1	3	235
339	1	4	383
339	1	6	57
339	1	7	154
339	1	9	884
339	1	10	453
340	2	1	343
340	2	2	531
340	2	3	229
340	2	4	327
340	2	6	59
340	2	7	97
340	2	9	1151
340	2	10	257
341	3	6	5
341	3	9	14
342	4	1	554
342	4	2	354
342	4	3	395
342	4	4	1084
342	4	6	321
342	4	7	275
342	4	8	113
342	4	9	698
342	4	10	1080
343	5	1	556
343	5	2	232
343	5	3	456
343	5	4	1453
343	5	6	263
343	5	7	275
343	5	8	74
343	5	9	476
343	5	10	978
344	6	1	181
344	6	2	193
344	6	3	285
344	6	4	232
344	6	6	104
344	6	7	187
344	6	8	31
344	6	9	119
344	6	10	275
345	7	6	5
346	1	1	774
346	1	2	283
346	1	3	684
346	1	4	1436
346	1	6	364
346	1	7	324
346	1	8	147
346	1	9	655
346	1	10	1258
347	2	1	544
347	2	2	515
347	2	3	570
347	2	4	993
347	2	6	564
347	2	7	1123
347	2	8	92
347	2	9	804
347	2	10	1448
348	3	1	339
348	3	2	330
348	3	3	591
348	3	4	1064
348	3	6	446
348	3	7	379
348	3	8	143
348	3	9	583
348	3	10	745
349	4	1	444
349	4	2	118
349	4	3	209
349	4	4	635
349	4	6	232
349	4	7	92
349	4	8	23
349	4	9	447
349	4	10	494
350	5	1	387
350	5	2	103
350	5	3	482
350	5	4	828
350	5	6	300
350	5	7	150
350	5	8	123
350	5	9	643
350	5	10	719
351	6	2	64
351	6	3	127
351	6	4	127
351	6	6	46
351	6	7	31
351	6	9	119
351	6	10	25
352	1	1	266
352	1	2	257
352	1	3	253
352	1	4	777
352	1	6	276
352	1	7	324
352	1	8	74
352	1	9	905
352	1	10	639
353	2	1	484
353	2	2	161
353	2	3	222
353	2	4	739
353	2	6	248
353	2	7	187
353	2	9	684
353	2	10	599
354	3	1	903
354	3	2	210
354	3	3	296
354	3	4	611
354	3	6	215
354	3	7	175
354	3	8	57
354	3	9	528
354	3	10	792
355	4	1	399
355	4	2	236
355	4	3	139
355	4	4	743
355	4	6	266
355	4	7	320
355	4	9	622
355	4	10	494
356	5	1	605
356	5	2	206
356	5	3	406
356	5	4	541
356	5	6	378
356	5	7	549
356	5	8	49
356	5	9	833
356	5	10	679
357	6	1	30
357	6	3	63
357	6	4	106
357	6	6	46
357	6	7	94
357	6	9	208
357	6	10	150
358	7	9	13
359	1	1	677
359	1	2	180
359	1	3	380
359	1	4	912
359	1	6	244
359	1	7	125
359	1	8	25
359	1	9	869
359	1	10	919
360	2	1	393
360	2	2	225
360	2	3	348
360	2	4	739
360	2	6	328
360	2	7	218
360	2	8	92
360	2	9	908
360	2	10	924
361	3	1	480
361	3	2	420
361	3	3	384
361	3	4	966
361	3	6	312
361	3	7	291
361	3	8	29
361	3	9	778
361	3	10	745
362	4	1	577
362	4	2	259
362	4	3	302
362	4	4	589
362	4	6	220
362	4	7	252
362	4	9	786
362	4	10	531
363	5	1	508
363	5	2	386
363	5	3	406
363	5	4	794
363	5	6	429
363	5	7	724
363	5	8	25
363	5	9	1131
363	5	10	919
364	6	1	91
364	6	2	96
364	6	3	127
364	6	4	42
364	6	6	75
364	6	7	31
364	6	9	149
364	6	10	75
365	7	1	367
365	7	2	139
365	7	3	275
365	7	4	311
365	7	6	140
365	7	7	108
365	7	8	27
365	7	9	503
365	7	10	627
366	1	1	919
366	1	2	643
366	1	3	329
366	1	4	895
366	1	6	304
366	1	7	200
366	1	8	74
366	1	9	976
366	1	10	899
367	2	1	696
367	2	2	804
367	2	3	348
367	2	4	1119
367	2	6	294
367	2	7	250
367	2	8	31
367	2	9	759
367	2	10	998
368	3	1	254
368	3	2	360
368	3	3	177
368	3	4	394
368	3	6	145
368	3	7	58
368	3	8	57
368	3	9	681
368	3	10	629
369	4	1	22
369	4	2	24
369	4	3	70
369	4	4	77
369	4	6	4
369	4	7	46
369	4	9	55
369	4	10	55
370	6	7	31
371	3	6	5
371	3	10	23
372	4	2	24
373	5	1	919
373	5	2	412
373	5	3	355
373	5	4	1081
373	5	6	221
373	5	7	225
373	5	8	74
373	5	9	786
373	5	10	1198
374	6	1	665
374	6	2	322
374	6	3	317
374	6	4	993
374	6	6	276
374	6	7	250
374	6	9	610
374	6	10	599
375	7	6	10
376	1	1	1113
376	1	2	309
376	1	3	253
376	1	4	1064
376	1	6	253
376	1	7	324
376	1	8	98
376	1	9	809
376	1	10	599
377	2	1	937
377	2	2	225
377	2	3	317
377	2	4	824
377	2	6	236
377	2	7	218
377	2	8	92
377	2	9	446
377	2	10	499
378	3	1	621
378	3	2	210
378	3	3	266
378	3	4	769
378	3	6	177
378	3	7	349
378	3	8	115
378	3	9	347
378	3	10	396
379	4	1	288
379	4	2	165
379	4	3	116
379	4	4	589
379	4	6	97
379	4	7	114
379	4	8	45
379	4	9	360
379	4	10	329
380	5	1	387
380	5	2	206
380	5	3	177
380	5	4	406
380	5	6	212
380	5	7	225
380	5	8	74
380	5	9	440
380	5	10	339
381	6	2	32
381	6	3	95
381	6	4	42
381	6	6	29
381	6	7	31
381	6	9	30
381	6	10	75
382	7	2	28
382	7	4	18
383	1	1	508
383	1	2	180
383	1	3	177
383	1	4	760
383	1	6	147
383	1	7	50
383	1	8	25
383	1	9	274
383	1	10	260
384	2	1	393
384	2	2	193
384	2	3	158
384	2	4	824
384	2	6	132
384	2	7	156
384	2	9	283
384	2	10	275
385	3	1	339
385	3	2	180
385	3	3	89
385	3	4	591
385	3	6	172
385	3	7	146
385	3	9	361
385	3	10	419
386	4	1	421
386	4	2	94
386	4	3	139
386	4	4	387
386	4	6	156
386	4	7	229
386	4	9	316
386	4	10	366
387	5	1	484
387	5	2	103
387	5	3	177
387	5	4	507
387	5	6	203
387	5	7	225
387	5	8	25
387	5	9	286
387	5	10	419
388	6	4	63
388	6	6	58
388	6	7	31
388	6	9	89
388	6	10	50
389	1	1	266
389	1	2	180
389	1	3	152
389	1	4	558
389	1	6	152
389	1	7	225
389	1	8	25
389	1	9	393
389	1	10	539
390	2	1	242
390	2	2	515
390	2	3	602
390	2	4	972
390	2	6	541
390	2	7	655
390	2	8	61
390	2	9	699
390	2	10	549
391	3	1	367
391	3	2	330
391	3	3	266
391	3	4	670
391	3	6	274
391	3	7	349
391	3	9	514
391	3	10	466
392	4	1	266
392	4	2	118
392	4	3	209
392	4	4	480
392	4	6	182
392	4	7	229
392	4	9	316
392	4	10	293
393	5	1	411
393	5	2	154
393	5	3	228
393	5	4	389
393	5	6	166
393	5	7	275
393	5	8	25
393	5	9	369
393	5	10	200
394	6	1	121
394	6	2	32
394	6	4	21
394	6	6	40
394	6	9	104
394	6	10	50
395	7	2	28
395	7	6	15
396	1	1	339
396	1	2	77
396	1	3	101
396	1	4	558
396	1	6	189
396	1	7	200
396	1	8	49
396	1	9	321
396	1	10	280
397	2	1	363
397	2	2	193
397	2	3	63
397	2	4	803
397	2	6	150
397	2	7	156
397	2	8	31
397	2	9	387
397	2	10	250
398	3	1	508
398	3	2	90
398	3	3	148
398	3	4	513
398	3	6	172
398	3	7	379
398	3	8	29
398	3	9	333
398	3	10	303
399	4	1	377
399	4	2	94
399	4	3	93
399	4	4	387
399	4	6	161
399	4	7	137
399	4	9	262
399	4	10	293
400	5	1	194
400	5	2	154
400	5	3	76
400	5	4	304
400	5	6	189
400	5	7	75
400	5	9	310
400	5	10	339
401	6	3	95
401	6	4	127
401	6	6	52
401	6	7	31
401	6	9	30
401	6	10	50
402	1	1	411
402	1	2	180
402	1	3	228
402	1	4	541
402	1	6	212
402	1	7	125
402	1	8	25
402	1	9	559
402	1	10	419
403	2	1	363
403	2	2	161
403	2	3	158
403	2	4	549
403	2	6	225
403	2	7	125
403	2	9	521
403	2	10	399
404	3	1	310
404	3	2	150
404	3	3	266
404	3	4	591
404	3	6	183
404	3	7	233
404	3	8	57
404	3	9	264
404	3	10	419
405	4	1	266
405	4	2	118
405	4	3	139
405	4	4	387
405	4	6	148
405	4	7	206
405	4	8	23
405	4	9	251
405	4	10	311
406	5	1	266
406	5	2	154
406	5	3	51
406	5	4	338
406	5	6	166
406	5	7	125
406	5	9	333
406	5	10	180
407	6	1	30
407	6	2	64
407	6	3	32
407	6	4	63
407	6	6	46
407	6	7	31
407	6	9	60
407	6	10	25
408	1	1	387
408	1	2	206
408	1	3	279
408	1	4	625
408	1	6	189
408	1	7	150
408	1	9	369
408	1	10	379
409	2	1	635
409	2	2	193
409	2	3	380
409	2	4	824
409	2	6	259
409	2	7	218
409	2	8	31
409	2	9	387
409	2	10	624
410	3	1	282
410	3	2	210
410	3	3	118
410	3	4	434
410	3	6	140
410	3	7	204
410	3	9	444
410	3	10	443
411	4	1	200
411	4	2	118
411	4	3	139
411	4	4	232
411	4	6	156
411	4	7	206
411	4	8	23
411	4	9	306
411	4	10	311
412	5	1	290
412	5	2	154
412	5	3	152
412	5	4	372
412	5	6	194
412	5	7	75
412	5	8	49
412	5	9	405
412	5	10	200
413	6	1	91
413	6	2	32
413	6	3	63
413	6	4	42
413	6	6	52
413	6	9	89
413	6	10	75
414	7	7	27
415	1	1	314
415	1	2	180
415	1	3	177
415	1	4	473
415	1	6	170
415	1	7	200
415	1	9	405
415	1	10	359
416	2	1	363
416	2	2	322
416	2	3	95
416	2	4	528
416	2	6	207
416	2	7	94
416	2	9	536
416	2	10	200
417	3	1	254
417	3	2	480
417	3	3	384
417	3	4	828
417	3	6	527
417	3	7	670
417	3	8	57
417	3	9	736
417	3	10	443
418	4	1	200
418	4	2	189
418	4	3	93
418	4	4	263
418	4	6	152
418	4	7	229
418	4	8	23
418	4	9	306
418	4	10	348
419	5	1	314
419	5	2	283
419	5	3	203
419	5	4	558
419	5	6	230
419	5	7	125
419	5	9	512
419	5	10	719
420	6	2	64
420	6	4	42
420	6	6	63
420	6	9	104
420	6	10	25
421	7	6	5
422	1	1	411
422	1	2	154
422	1	3	127
422	1	4	406
422	1	6	161
422	1	7	200
422	1	9	345
422	1	10	419
423	2	1	393
423	2	2	96
423	2	3	348
423	2	4	380
423	2	6	207
423	2	7	156
423	2	9	432
423	2	10	424
424	3	1	226
424	3	2	210
424	3	3	89
424	3	4	611
424	3	6	194
424	3	7	175
424	3	8	29
424	3	9	403
424	3	10	280
425	4	1	244
425	4	2	165
425	4	3	116
425	4	4	465
425	4	6	165
425	4	7	320
425	4	9	251
425	4	10	366
426	5	1	339
426	5	2	206
426	5	3	127
426	5	4	287
426	5	6	184
426	5	7	200
426	5	9	369
426	5	10	359
427	6	2	32
427	6	10	25
428	7	10	22
429	1	4	34
429	1	6	5
429	1	9	12
430	2	1	363
430	2	2	225
430	2	3	317
430	2	4	781
430	2	6	305
430	2	7	125
430	2	8	92
430	2	9	580
430	2	10	674
431	3	1	226
431	3	2	210
431	3	3	207
431	3	4	710
431	3	6	210
431	3	7	262
431	3	9	611
431	3	10	443
432	4	1	532
432	4	2	236
432	4	3	279
432	4	4	356
432	4	6	131
432	4	7	92
432	4	9	469
432	4	10	311
433	5	1	194
433	5	2	129
433	5	3	127
433	5	4	338
433	5	6	198
433	5	7	125
433	5	8	25
433	5	9	250
433	5	10	339
434	6	1	60
434	6	2	32
434	6	3	32
434	6	4	21
434	6	6	17
434	6	7	62
434	6	9	60
434	6	10	75
435	1	1	363
435	1	2	154
435	1	3	127
435	1	4	439
435	1	6	124
435	1	7	125
435	1	9	310
435	1	10	359
436	2	1	181
436	2	2	322
436	2	3	317
436	2	4	444
436	2	6	294
436	2	7	250
436	2	8	61
436	2	9	357
436	2	10	374
437	3	1	339
437	3	2	240
437	3	3	355
437	3	4	355
437	3	6	269
437	3	7	175
437	3	9	444
437	3	10	326
438	4	1	177
438	4	2	307
438	4	3	325
438	4	4	449
438	4	6	384
438	4	7	389
438	4	8	45
438	4	9	458
438	4	10	604
439	5	1	266
439	5	2	180
439	5	3	203
439	5	4	456
439	5	6	230
439	5	7	349
439	5	9	393
439	5	10	459
440	6	1	60
440	6	2	32
440	6	3	95
440	6	4	84
440	6	6	23
440	6	7	125
440	6	9	74
440	6	10	75
441	7	10	22
442	1	1	435
442	1	2	232
442	1	3	101
442	1	4	541
442	1	6	217
442	1	7	324
442	1	9	369
442	1	10	319
443	2	1	242
443	2	2	386
443	2	3	222
443	2	4	824
443	2	6	230
443	2	7	218
443	2	9	372
443	2	10	399
444	3	1	254
444	3	2	150
444	3	3	237
444	3	4	355
444	3	6	145
444	3	7	291
444	3	9	125
444	3	10	419
445	4	1	244
445	4	2	142
445	4	3	209
445	4	4	356
445	4	6	165
445	4	7	252
445	4	8	45
445	4	9	207
445	4	10	201
446	5	1	266
446	5	2	103
446	5	3	127
446	5	4	693
446	5	6	300
446	5	7	300
446	5	8	49
446	5	9	452
446	5	10	559
447	6	2	32
447	6	3	32
447	6	4	21
447	6	6	75
447	6	7	62
447	6	9	967
447	6	10	25
448	7	6	5
449	1	1	435
449	1	2	309
449	1	3	253
449	1	4	473
449	1	6	235
449	1	7	125
449	1	8	25
449	1	9	452
449	1	10	339
450	2	1	484
450	2	2	354
450	2	3	190
450	2	4	465
450	2	6	230
450	2	7	437
450	2	8	31
450	2	9	342
450	2	10	549
451	3	1	423
451	3	2	330
451	3	3	237
451	3	4	355
451	3	6	177
451	3	7	146
451	3	9	458
451	3	10	676
452	4	6	13
452	4	9	11
453	5	6	5
454	6	6	12
454	6	9	30
455	7	1	446
455	7	2	502
455	7	3	302
455	7	4	842
455	7	6	265
455	7	7	162
455	7	9	335
455	7	10	562
456	1	1	435
456	1	2	232
456	1	3	127
456	1	4	524
456	1	6	147
456	1	7	125
456	1	8	25
456	1	9	357
456	1	10	399
457	2	1	423
457	2	2	193
457	2	3	158
457	2	4	655
457	2	6	253
457	2	7	187
457	2	8	31
457	2	9	372
457	2	10	374
458	3	1	254
458	3	2	240
458	3	3	177
458	3	4	552
458	3	6	231
458	3	7	291
458	3	8	57
458	3	9	375
458	3	10	536
459	4	1	333
459	4	2	307
459	4	3	348
459	4	4	527
459	4	6	384
459	4	7	366
459	4	8	68
459	4	9	535
459	4	10	604
460	5	1	242
460	5	2	232
460	5	3	152
460	5	4	270
460	5	6	267
460	5	7	250
460	5	9	357
460	5	10	339
461	6	2	64
461	6	3	95
461	6	6	46
461	6	7	62
461	6	9	149
462	1	1	314
462	1	2	257
462	1	3	203
462	1	4	372
462	1	6	189
462	1	7	175
462	1	9	464
462	1	10	439
463	2	1	302
463	2	2	161
463	2	3	190
463	2	4	570
463	2	6	219
463	2	7	218
463	2	8	31
463	2	9	432
463	2	10	200
464	3	1	423
464	3	2	210
464	3	3	30
464	3	4	335
464	3	6	215
464	3	7	146
464	3	9	528
464	3	10	536
465	4	1	133
465	4	2	165
465	4	3	116
465	4	4	248
465	4	6	169
465	4	7	69
465	4	8	23
465	4	9	284
465	4	10	256
466	5	1	290
466	5	2	180
466	5	3	228
466	5	4	389
466	5	6	235
466	5	7	225
466	5	8	25
466	5	9	440
466	5	10	399
467	6	1	91
467	6	2	129
467	6	3	32
467	6	4	21
467	6	6	40
467	6	7	31
467	6	9	89
467	6	10	25
468	7	4	18
469	1	1	363
469	1	2	283
469	1	3	228
469	1	4	574
469	1	6	194
469	1	7	175
469	1	8	49
469	1	9	476
469	1	10	339
470	2	1	302
470	2	2	289
470	2	3	285
470	2	4	465
470	2	6	242
470	2	7	125
470	2	9	298
470	2	10	374
471	3	1	169
471	3	2	300
471	3	3	177
471	3	4	197
471	3	6	156
471	3	7	146
471	3	8	29
471	3	9	333
471	3	10	256
472	4	1	111
472	4	2	94
472	4	3	93
472	4	4	248
472	4	6	122
472	4	7	69
472	4	8	23
472	4	9	262
472	4	10	293
473	5	1	169
473	5	2	206
473	5	3	203
473	5	4	321
473	5	6	189
473	5	7	125
473	5	9	310
473	5	10	379
474	6	6	52
474	6	9	89
474	6	10	25
475	1	1	194
475	1	2	180
475	1	3	127
475	1	4	456
475	1	6	198
475	1	7	200
475	1	8	25
475	1	9	488
475	1	10	519
476	2	1	333
476	2	2	161
476	2	3	158
476	2	4	380
476	2	6	156
476	2	7	281
476	2	9	432
476	2	10	424
477	3	1	226
477	3	2	150
477	3	3	177
477	3	4	177
477	3	6	145
477	3	7	116
477	3	9	222
477	3	10	326
478	4	1	200
478	4	2	142
478	4	3	70
478	4	4	248
478	4	6	135
